CASEID,RGN,RGN_TXT,SFA_NAME,SFA_STATE,SFA_ZIP,SFA_ID,NUM_SCHOOLS,NUM_STUDENTS,Q2C1,Q2C2,Q2C3,Q2C4,Q2C5,Q2C6,Q2C7,Q5C1,Q5C2,Q5C3,Q5C4,Q5C5,Q5C6,Q26,Q7_A1C4,Q7_B1C4,Q7_C1C4,Q7_D1C4,Q7_E1C4,Q7_F1C4,Q7_G1C4,Q7_H1C4,Q7_I1C4,Q7_J1C4,Q7_K1C4,Q7_L1C4,Q7_M1C4,Q7_N1C4,Q7_O1C4,Q7_P1C4,Q7_Q1C4,Q7_R1C4,Q7_S1C4,Q7_T1C4,Q7_U1C4,Q7_V1C4,Q7_W1C4,Q7_X1C4,Q7_Y1C4,Q7_Z1C4,Q7_ZZ1C4,Q7_AA1C4,Q7_AB1C4,Q7_AC1C4,Q7_AD1C4,Q7_AE1C4,Q7_AF1C4,Q7_AG1C4,Q7_AH1C4,Q8C1,Q8C9,Q9C3,Q9_CC1,Q9_CC2,Q9_CC3,Q9_CC4,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q10C8,Q10C9,Q10C10,Q10C11,Q10C12,Q10C13,Q10C14,Q11_AC1,Q11_AC2,Q11_AC3,Q11_AC4,Q11_AC5,Q11_AC6,Q11_AC7,Q11_AC8,Q11_AC9,Q11_AC10,Q11_AC11,Q11_AC12,Q11_BC1,Q11_BC2,Q11_BC3,Q11_BC4,Q11_BC5,Q11_BC6,Q11_BC7,Q11_BC8,Q11_BC9,Q11_CC1,Q11_CC2,Q11_CC3,Q11_CC4,Q11_CC5,Q11_CC6,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q13C7,Q13C8,Q13C9,Q13C10,Q13C11,Q13C12,Q13C13,Q13C14
MWRO2548064,2,Midwest Regional Office (MWRO),Wautoma Area School District,WI,54982,696237,4,1286,1,1,0,1,1,0,0,0,0,1,0,0,0,7,1,1,0,,,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0
MWRO2548065,2,Midwest Regional Office (MWRO),Wild Rose School District,WI,54984,696475,2,580,1,1,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRO2548066,2,Midwest Regional Office (MWRO),Menasha School District,WI,54952,703430,7,3091,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,,1,,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MWRO2548067,2,Midwest Regional Office (MWRO),Neenah Joint School District,WI,54956,703892,13,6240,1,1,0,0,0,0,0,0,0,1,1,0,0,8,1,1,0,,,,,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MWRO2548068,2,Midwest Regional Office (MWRO),Omro School District,WI,54963,704088,4,1102,1,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,,,,,,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
MWRO2548069,2,Midwest Regional Office (MWRO),Oshkosh Area School District,WI,54902,704179,22,8564,1,1,1,0,1,0,0,0,1,0,0,0,0,2,1,,1,,1,,1,1,0,1,0,,1,,,,1,,,,0,0,0,0,0,,0,0,0,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
MWRO2548077,2,Midwest Regional Office (MWRO),Auburndale School District,WI,54412,710203,2,798,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,,,,,,,0,0,0,1,1,1,1,0,,1,0,0,1,1,1,0,0,1,,,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
MWRO2548078,2,Midwest Regional Office (MWRO),Marshfield School District,WI,54449,713339,7,3816,1,1,0,0,0,0,0,1,0,0,1,0,0,10,1,1,1,,,,,,1,,1,1,1,1,1,,,1,1,,1,1,,0,1,,0,0,0,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
MWRO2548080,2,Midwest Regional Office (MWRO),Pittsville School District,WI,54466,714368,2,641,1,1,0,0,0,0,0,0,1,1,0,0,0,7,1,1,1,,,,,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
MWRO2548081,2,Midwest Regional Office (MWRO),Port Edwards School District,WI,54469,714508,3,433,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
MWRO2548083,2,Midwest Regional Office (MWRO),Assumption Catholic Schools,WI,54494,717002,4,409,1,0,1,1,0,1,0,0,0,1,0,0,0,8,1,1,,,1,1,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
MWRO2548084,2,Midwest Regional Office (MWRO),Columbus Catholic Schools,WI,54449,717033,4,615,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,,,,1,,,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MWRO2548085,2,Midwest Regional Office (MWRO),Immanuel Lutheran School,WI,54449,717160,1,129,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
MWRO2548086,2,Midwest Regional Office (MWRO),Immanuel Lutheran School,WI,54494,717163,1,180,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRO2548087,2,Midwest Regional Office (MWRO),Grantsburg School District,WI,54840,72233,4,775,1,1,0,0,0,1,0,0,0,1,0,0,0,10,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MWRO2548090,2,Midwest Regional Office (MWRO),Siren School District,WI,54872,75376,2,406,1,1,0,0,1,0,0,1,0,0,0,0,0,4,1,1,1,,,,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MWRO2548093,2,Midwest Regional Office (MWRO),Dept. Of Corrections-Div. Of Mgmt. Serv.,WI,54442,759120,2,60,1,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRO2548094,2,Midwest Regional Office (MWRO),Webster School District,WI,54893,76293,3,656,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,,1,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MWRO2548096,2,Midwest Regional Office (MWRO),Brillion School District,WI,54110,80658,3,934,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
MWRO2548097,2,Midwest Regional Office (MWRO),Chilton School District,WI,53014,81085,3,1124,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
MWRO2548098,2,Midwest Regional Office (MWRO),Hilbert School District,WI,54129,82534,3,480,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,,,,,,,1,1,0,1,0,1,1,0,1,0,0,,1,1,1,0,0,0,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MWRO2548099,2,Midwest Regional Office (MWRO),New Holstein School District,WI,53061,83941,3,1002,0,0,0,0,0,0,1,0,0,1,0,0,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRO2548100,2,Midwest Regional Office (MWRO),Stockbridge School District,WI,53088,85614,3,206,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
MWRO2548103,2,Midwest Regional Office (MWRO),Bloomer School District,WI,54724,90497,3,1262,1,1,0,0,0,0,0,0,0,1,0,0,0,7,1,1,1,,,,,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
MWRO2548104,2,Midwest Regional Office (MWRO),Cadott Community School District,WI,54727,90870,3,838,1,1,0,0,0,0,0,0,0,1,0,0,0,7,1,1,1,,,,,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
MWRO2548105,2,Midwest Regional Office (MWRO),Chippewa Falls School District,WI,54729,91092,9,4593,1,1,0,0,0,0,0,0,0,1,0,0,0,10,1,1,1,,,,,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MWRO2548106,2,Midwest Regional Office (MWRO),Cornell School District,WI,54732,91204,3,384,1,1,1,0,0,1,0,0,0,1,0,0,0,98,1,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MWRO2548107,2,Midwest Regional Office (MWRO),Lake Holcombe School District,WI,54745,92891,2,276,1,1,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,,,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MWRO2548109,2,Midwest Regional Office (MWRO),Stanley-Boyd School District,WI,54768,95593,4,1057,1,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MWRO2548110,2,Midwest Regional Office (MWRO),Mcdonell Area Catholic Schools,WI,54729,97201,4,508,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,,0,1,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MWRO2548111,2,Midwest Regional Office (MWRO),St. Joseph's School,WI,54726,97589,1,43,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MWRO2548112,2,Midwest Regional Office (MWRO),St. Paul's Catholic School,WI,54724,97823,1,101,0,0,0,0,0,0,1,0,0,1,0,0,0,98,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRO2548113,2,Midwest Regional Office (MWRO),"Carter's Christian Academy, Inc",WI,53209,409857,2,280,1,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
NERO3222026,3,Northeast Regional Office (NERO),Aos 93 - Clcss,ME,4543,,5,,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,,,,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NERO3222030,3,Northeast Regional Office (NERO),Indian Island,ME,4468,1009,1,90,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NERO3222032,3,Northeast Regional Office (NERO),Pleasant Point,ME,4667,1013,1,150,1,1,1,0,0,1,0,0,0,1,0,0,0,98,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NERO3222033,3,Northeast Regional Office (NERO),Boothbay-Boothbay Hbr Csd,ME,4538,1031,2,485,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NERO3222035,3,Northeast Regional Office (NERO),Airline Csd,ME,4474,1038,1,40,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,1,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NERO3222038,3,Northeast Regional Office (NERO),Great Salt Bay Csd,ME,4543,1054,1,391,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,,,,,,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,,,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NERO3222040,3,Northeast Regional Office (NERO),Wells-Ogunquit Csd,ME,4090,1060,3,1388,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,,,,,0,0,,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
NERO3222041,3,Northeast Regional Office (NERO),Five Town Csd,ME,4843,1065,1,697,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,,,,,,1,1,1,1,1,1,1,1,1,,,1,0,1,1,1,0,1,,,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
NERO3222044,3,Northeast Regional Office (NERO),Maine Collaborative School,ME,4260,1182,1,33,1,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NERO3222045,3,Northeast Regional Office (NERO),Castine Public Schools,ME,4614,125,1,49,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,,0,,,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NERO3222050,3,Northeast Regional Office (NERO),Auburn Public Schools,ME,4210,14,8,3182,1,1,1,0,1,1,0,1,0,1,1,0,0,7,1,1,1,0,1,,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
NERO3222053,3,Northeast Regional Office (NERO),Machiasport Public Schools,ME,4655,1412,1,47,1,0,1,0,0,0,0,0,0,1,0,0,0,98,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NERO3222055,3,Northeast Regional Office (NERO),Maplestone School,ME,4001,1426,1,17,1,1,0,0,0,0,0,0,0,1,0,0,0,10,1,1,1,,,,,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NERO3222057,3,Northeast Regional Office (NERO),Rsu 02,ME,4347,1445,8,1911,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,,,,,,0,0,1,1,0,1,1,1,1,,,0,0,1,1,,,1,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
NERO3222061,3,Northeast Regional Office (NERO),Rsu 12,ME,4348,1451,5,894,1,1,1,0,0,0,0,0,0,1,0,0,0,10,1,1,1,,1,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
NERO3222062,3,Northeast Regional Office (NERO),Rsu 13,ME,4841,1452,6,1549,1,0,1,1,1,1,0,0,0,1,0,0,0,7,1,1,,1,1,1,1,0,0,0,1,0,1,1,,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NERO3222063,3,Northeast Regional Office (NERO),Rsu 14,ME,4062,1455,6,3095,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,,,,,,1,1,1,1,1,1,1,1,0,,0,1,1,1,1,1,0,1,,,0,1,1,1,1,,0,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
NERO3222065,3,Northeast Regional Office (NERO),Rsu 18,ME,4963,1457,8,2628,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,1,1,,1,,,,0,1,1,1,1,1,1,0,,1,1,1,,,1,0,0,,0,0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NERO3222066,3,Northeast Regional Office (NERO),Rsu 19,ME,4953,1458,5,1897,1,1,1,0,0,1,0,0,0,1,0,0,0,10,1,0,1,0,1,,,1,1,1,1,,0,1,1,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
NERO3222069,3,Northeast Regional Office (NERO),Rsu 23,ME,4064,1461,3,623,1,1,1,0,0,0,0,0,0,1,0,0,0,7,1,1,1,,1,,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
NERO3222070,3,Northeast Regional Office (NERO),Rsu 24,ME,4664,1462,5,795,1,1,1,0,1,0,0,0,0,1,0,0,0,7,1,1,0,,1,,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NERO3222072,3,Northeast Regional Office (NERO),Rsu 26,ME,4473,1465,3,831,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
